transaction_id,user_id,account_age_days,transaction_amount,transaction_type,merchant_category,country,city,device_type,is_fraud,credit_score,income,balance,num_previous_transactions,avg_monthly_spend,payment_method,hour_of_day,day_of_week,lat,lon,session_duration,num_items,discount_applied,loyalty_points,risk_score,employment_status,age,gender,tenure_years,customer_segment
412,100312,149,31.34,purchase,fashion,PE,Lima,mobile,1,622,107177.6,9136.38,6,5000.0,bank_transfer,19,5,-12.05053,-77.08926,23.5,21,0,4018,43.1,employed,67,male,1.4,vip
413,100025,825,15.2,transfer,utilities,AR,Buenos Aires,mobile,0,525,29487.15,1107.24,21,3309.77,bank_transfer,18,2,-34.64231,-58.40821,65.1,20,1,4170,23.5,student,59,male,2.22,standard
414,100183,652,18.79,payment,grocery,CO,Bogota,mobile,0,501,47907.27,47305.53,16,3335.33,wallet,11,5,4.72718,-74.03026,20.8,17,0,2030,27.9,unemployed,39,female,2.01,premium
415,100357,295,44.06,purchase,fashion,PE,Lima,mobile,1,422,48841.07,7948.14,10,978.71,card,14,5,-12.05063,-77.03025,10.0,9,0,859,58.6,employed,28,male,1.06,premium
416,100186,1356,10.89,withdrawal,fashion,CL,Santiago,mobile,0,515,15808.97,-4353.71,41,1126.22,card,13,3,-33.44159,-70.68043,65.9,10,0,1249,18.3,student,52,female,3.85,basic
417,100043,1018,21.91,purchase,utilities,AR,Buenos Aires,tablet,1,547,59626.34,38195.06,58,3606.18,card,18,5,-34.61538,-58.39377,12.4,16,0,3990,26.7,employed,62,male,2.94,premium
418,100129,696,16.26,payment,utilities,ES,Madrid,mobile,0,432,38911.86,19538.23,32,3098.72,bank_transfer,18,1,40.41466,-3.72181,17.5,16,0,1667,24.8,employed,19,female,1.0,standard
419,100359,597,13.42,purchase,grocery,PE,Lima,mobile,1,388,40985.28,9146.26,20,3857.46,cash,19,0,-12.05829,-77.05633,15.5,17,1,3597,29.3,retired,31,male,2.2,standard
420,100244,693,9.37,transfer,services,CL,Santiago,mobile,0,543,19671.61,14586.13,23,1998.82,bank_transfer,18,4,-33.43655,-70.67453,10.0,21,0,1035,16.4,employed,35,female,1.62,basic
421,100255,1032,29.04,purchase,electronics,ES,Madrid,desktop,1,606,71288.75,50616.69,36,2650.65,card,12,1,40.45735,-3.70408,11.9,10,0,3753,35.3,self_employed,53,male,3.14,premium
422,100270,1015,19.38,refund,grocery,US,Miami,desktop,0,493,28890.32,10655.52,37,2903.27,wallet,12,6,25.76106,-80.20431,36.5,13,0,3469,23.6,student,48,female,2.47,standard
423,100390,1004,15.69,withdrawal,grocery,US,Miami,mobile,1,510,31568.24,23042.79,35,2864.67,wallet,23,2,25.76275,-80.15291,10.0,19,0,3955,24.1,employed,54,male,2.32,standard
424,100471,1014,34.22,withdrawal,utilities,US,Miami,mobile,1,474,99330.19,-5000.0,34,3621.28,card,10,3,25.7521,-80.18879,29.7,12,0,4621,46.6,employed,36,female,2.9,vip
425,100154,602,15.91,purchase,grocery,PE,Lima,mobile,0,460,40007.31,33173.68,20,1865.45,card,17,4,-12.07168,-77.02836,43.7,15,1,1079,24.4,retired,32,male,2.09,standard
426,100371,620,20.44,purchase,grocery,MX,Mexico City,desktop,0,489,70666.7,-5000.0,18,5000.0,card,23,5,19.44625,-99.11435,55.8,25,0,7377,24.9,self_employed,29,female,1.71,premium
427,100499,579,21.84,purchase,travel,MX,Mexico City,tablet,0,474,28657.78,40.48,13,3034.4,cash,6,6,19.44742,-99.1248,77.5,17,0,4049,34.6,unemployed,29,female,1.61,standard
428,100070,468,8.52,purchase,fashion,CO,Bogota,tablet,0,541,13426.94,7563.72,16,564.21,card,19,1,4.683,-74.0559,10.0,1,1,826,10.4,retired,61,female,1.37,basic
429,100453,1143,14.95,withdrawal,electronics,MX,Mexico City,mobile,0,563,22392.79,9595.85,32,2378.77,cash,19,2,19.41762,-99.12595,69.2,10,0,2002,31.2,self_employed,62,male,2.92,basic
430,100158,1063,8.93,purchase,utilities,PE,Lima,desktop,0,577,25789.09,-4326.9,42,1566.54,bank_transfer,9,5,-12.0405,-77.05514,21.4,6,1,2025,10.9,student,66,male,2.59,basic
431,100474,328,8.33,purchase,travel,PE,Lima,mobile,0,520,11829.72,5198.58,10,1512.33,wallet,23,2,-12.02617,-77.06589,62.9,8,1,1060,15.1,retired,36,male,0.02,basic
432,100447,622,24.69,payment,health,ES,Madrid,mobile,0,420,23799.39,14462.87,20,1677.86,card,15,2,40.42427,-3.69055,35.4,2,1,1452,35.0,unemployed,29,female,2.04,basic
433,100271,762,16.04,purchase,grocery,ES,Madrid,mobile,0,421,30126.24,-5000.0,27,3790.11,wallet,18,5,40.44108,-3.72309,15.1,16,0,3995,24.5,unemployed,31,female,2.35,standard
434,100146,841,16.16,purchase,fashion,ES,Madrid,desktop,1,436,34451.85,23604.52,33,1739.36,bank_transfer,18,3,40.42251,-3.68907,31.2,5,0,1960,19.7,employed,26,female,2.16,standard
435,100205,385,42.81,purchase,utilities,CL,Santiago,mobile,0,519,46560.26,21244.24,7,5000.0,card,13,5,-33.44282,-70.66695,14.4,14,0,4417,57.1,employed,49,male,1.13,premium
436,100278,724,8.83,withdrawal,grocery,US,Miami,desktop,0,412,12750.0,3038.74,27,1140.95,cash,14,3,25.77568,-80.2152,17.6,9,0,1658,18.7,unemployed,18,female,0.0,basic
437,100394,124,21.29,purchase,grocery,US,Miami,mobile,0,495,64565.05,16151.4,2,5000.0,card,16,5,25.77022,-80.18173,17.4,23,1,3268,30.9,employed,22,female,0.0,premium
438,100314,795,210.42,purchase,utilities,US,Miami,mobile,1,489,39109.21,27946.47,16,3092.6,card,23,6,25.74418,-80.1815,58.3,19,0,4613,100.0,employed,28,female,2.27,standard
439,100418,232,19.36,purchase,grocery,CO,Bogota,mobile,1,465,57219.02,44353.49,11,5000.0,card,16,4,4.72001,-74.08369,40.9,24,0,7372,28.6,employed,21,male,0.21,premium
440,100331,311,28.41,payment,health,PE,Lima,mobile,0,556,37049.49,-5000.0,12,4088.38,card,14,3,-12.01851,-77.04436,17.5,26,0,4032,39.6,self_employed,40,male,0.8,standard
441,100064,51,17.59,purchase,utilities,CL,Santiago,tablet,0,462,38613.57,-5000.0,0,2723.42,wallet,13,4,-33.44108,-70.67718,13.2,11,0,3433,21.4,employed,20,female,0.39,standard
442,100325,1550,12.1,transfer,fashion,PE,Lima,mobile,0,445,22661.99,13231.7,54,2635.7,card,14,6,-12.05347,-77.06567,10.9,7,0,2534,19.7,employed,30,female,4.83,basic
443,100491,726,11.69,purchase,utilities,CO,Bogota,tablet,0,556,35234.34,25296.49,15,4071.83,card,22,2,4.70594,-74.04948,24.5,27,0,5144,14.2,student,36,male,1.97,standard
444,100387,2362,14.41,transfer,services,ES,Madrid,desktop,0,447,20842.45,10361.67,90,748.86,bank_transfer,16,5,40.45158,-3.6722,13.5,4,1,1062,17.5,student,30,male,6.21,basic
445,100168,353,11.37,purchase,grocery,ES,Madrid,mobile,0,513,35473.66,19830.45,13,1777.08,wallet,23,6,40.40568,-3.72361,30.3,5,0,973,18.8,unemployed,26,male,1.02,standard
446,100076,967,17.26,purchase,utilities,CO,Bogota,mobile,0,612,49566.66,-5000.0,28,5000.0,wallet,6,1,4.70907,-74.03496,27.7,15,0,6978,26.0,student,69,female,2.83,premium
447,100290,735,21.27,withdrawal,fashion,ES,Madrid,tablet,0,583,33765.69,3400.99,28,2289.3,cash,11,1,40.45299,-3.67791,26.9,12,0,1778,33.9,unemployed,44,male,1.54,standard
448,100411,1077,28.84,transfer,electronics,CL,Santiago,mobile,0,461,122869.98,104887.51,42,5000.0,wallet,6,4,-33.49664,-70.67735,21.9,15,0,4489,40.1,employed,24,female,2.43,vip
449,100350,205,21.32,purchase,utilities,AR,Buenos Aires,mobile,0,429,52647.9,14277.12,2,4449.87,cash,21,5,-34.57363,-58.38841,39.2,14,0,3326,38.9,employed,27,male,0.51,premium
450,100118,874,15.05,purchase,grocery,US,Miami,mobile,0,555,40598.25,20761.35,36,4921.13,card,13,4,25.7646,-80.19048,11.8,18,0,3116,23.3,employed,54,female,2.49,standard
451,100213,130,17.38,withdrawal,utilities,MX,Mexico City,desktop,1,502,50728.17,309.39,5,4079.78,cash,11,2,19.45227,-99.14396,79.4,16,0,2857,29.1,self_employed,26,male,0.31,premium
452,100353,656,17.82,payment,grocery,PE,Lima,desktop,1,515,45956.47,16662.7,22,2579.0,card,23,0,-12.03033,-77.03168,11.6,9,0,3096,21.7,employed,39,female,2.09,premium
453,100358,1843,39.93,purchase,health,AR,Buenos Aires,mobile,1,580,59320.05,43458.65,69,5000.0,card,20,1,-34.59976,-58.35139,23.3,23,1,5811,53.6,employed,56,male,5.66,premium
454,100180,951,14.82,purchase,electronics,AR,Buenos Aires,mobile,0,480,30244.31,14998.66,39,4003.49,card,23,6,-34.62712,-58.36608,22.3,24,0,4520,23.0,employed,23,female,3.03,standard
455,100348,498,15.01,payment,utilities,US,Miami,mobile,0,424,37391.33,6263.33,12,3282.79,cash,13,4,25.76505,-80.16182,16.0,13,0,4145,31.3,student,34,male,1.56,standard
456,100380,378,8.63,withdrawal,utilities,CL,Santiago,tablet,0,523,25100.03,1904.79,13,2788.72,card,11,2,-33.42175,-70.66439,11.2,6,0,3155,10.5,employed,54,male,0.46,basic
457,100099,1805,30.21,withdrawal,health,PE,Lima,mobile,0,450,45234.66,-5000.0,50,5000.0,wallet,23,6,-12.06895,-77.0275,11.4,32,0,4045,41.8,employed,26,female,5.11,premium
458,100361,329,27.4,purchase,fashion,MX,Mexico City,tablet,0,453,60074.73,27190.39,10,2434.12,bank_transfer,13,1,19.43255,-99.11491,12.0,12,0,1278,33.3,employed,27,male,0.31,premium
459,100135,2644,17.49,withdrawal,utilities,CO,Bogota,mobile,0,467,67778.03,23975.93,79,5000.0,bank_transfer,20,2,4.68961,-74.08407,19.8,21,0,3903,26.3,employed,27,male,7.53,premium
460,100176,1109,14.77,purchase,grocery,AR,Buenos Aires,desktop,1,457,34112.02,-5000.0,43,3920.28,card,11,6,-34.59291,-58.38024,16.7,24,1,4657,18.0,employed,31,male,2.26,standard
461,100445,649,53.43,purchase,grocery,ES,Madrid,mobile,1,461,81143.1,4464.15,15,2941.27,cash,14,3,40.37508,-3.67358,116.0,20,1,3148,78.0,employed,28,male,2.1,vip
462,100483,682,11.45,transfer,electronics,CO,Bogota,mobile,1,451,37113.13,4926.08,21,2937.78,wallet,19,1,4.69119,-74.08915,10.6,22,0,3218,18.9,employed,28,male,1.94,standard
463,100084,645,11.72,purchase,health,PE,Lima,mobile,0,508,21628.34,14888.65,20,931.66,card,19,2,-12.01886,-77.09669,34.2,3,0,1372,19.3,employed,29,female,1.86,basic
464,100497,795,23.56,purchase,grocery,PE,Lima,desktop,0,465,48461.25,-5000.0,29,3887.71,card,16,0,-12.0457,-77.04627,26.3,17,0,5166,28.7,self_employed,31,male,2.02,premium
465,100039,909,11.32,purchase,health,AR,Buenos Aires,mobile,0,577,38043.83,43936.95,32,800.52,card,16,5,-34.59245,-58.37021,12.1,6,1,800,18.8,retired,46,female,1.94,standard
466,100340,618,17.86,purchase,health,MX,Mexico City,desktop,1,538,30912.26,5081.17,18,3591.96,card,23,4,19.442,-99.1774,10.8,13,0,5079,21.7,self_employed,50,female,1.72,standard
467,100002,1130,8.26,purchase,utilities,AR,Buenos Aires,mobile,0,459,19724.24,-4265.52,49,2498.82,bank_transfer,10,6,-34.62472,-58.3949,21.4,8,0,1510,15.1,employed,30,male,2.99,basic
468,100451,872,12.39,payment,services,MX,Mexico City,mobile,0,544,41789.67,2503.51,25,5000.0,cash,11,2,19.42448,-99.12382,22.0,22,0,2954,28.1,employed,48,male,2.39,standard
469,100311,1333,30.29,purchase,utilities,US,Miami,mobile,0,425,39458.24,-5000.0,42,4929.71,card,16,3,25.74507,-80.17653,15.1,19,0,3049,41.9,employed,25,female,3.08,standard
470,100305,337,18.2,transfer,services,CL,Santiago,mobile,0,541,27089.23,9586.16,16,737.22,bank_transfer,13,5,-33.4353,-70.6661,39.7,2,0,807,27.1,employed,55,male,0.69,standard
471,100068,306,26.24,withdrawal,fashion,US,Miami,desktop,0,471,86964.33,2050.44,8,5000.0,card,17,5,25.76294,-80.20885,17.1,14,0,5409,31.9,employed,34,female,1.34,vip
472,100208,489,19.38,purchase,grocery,CO,Bogota,desktop,1,543,48389.35,21171.61,16,2474.51,card,20,6,4.73824,-74.06625,30.4,11,0,2405,23.6,student,53,female,2.21,premium
473,100486,666,22.08,withdrawal,electronics,ES,Madrid,mobile,1,445,72660.37,13967.08,29,5000.0,card,10,6,40.43664,-3.67636,26.0,14,0,5215,31.9,employed,36,male,2.63,vip
474,100420,95,8.12,withdrawal,services,AR,Buenos Aires,mobile,0,584,20563.34,-5000.0,4,2869.66,card,17,0,-34.61476,-58.40061,13.2,16,0,3867,14.9,employed,64,female,0.37,basic
475,100253,847,25.96,purchase,utilities,PE,Lima,mobile,0,532,26413.55,28581.53,22,1169.36,card,15,6,-12.05478,-77.04453,16.4,5,0,1698,36.6,student,30,male,2.77,standard
476,100334,1086,8.39,withdrawal,grocery,AR,Buenos Aires,mobile,0,494,23664.2,-5000.0,28,2895.53,card,17,2,-34.60709,-58.39289,42.6,10,1,2593,15.2,student,32,male,2.83,basic
477,100339,244,19.81,transfer,health,US,Miami,mobile,1,526,33968.69,-558.35,4,2247.63,card,17,1,25.76115,-80.17638,57.9,16,0,2846,29.1,employed,62,male,0.21,standard
478,100409,47,16.63,payment,services,CO,Bogota,desktop,0,465,54152.99,5953.9,0,1852.72,cash,16,6,4.70581,-74.02112,33.3,12,0,1243,28.2,student,25,female,0.74,premium
479,100111,128,11.21,purchase,grocery,PE,Lima,mobile,1,519,22592.05,-5000.0,4,1500.38,card,16,6,-12.08173,-77.08993,10.0,5,0,1002,18.6,unemployed,33,male,0.39,basic
480,100224,1266,12.01,purchase,grocery,PE,Lima,mobile,1,491,29343.65,7755.0,48,1379.79,wallet,17,0,-12.08887,-77.03165,73.3,7,0,1312,19.6,employed,30,female,3.62,standard
481,100430,164,73.85,withdrawal,fashion,CL,Santiago,desktop,1,656,73672.67,52710.2,3,3419.87,wallet,15,6,-33.47692,-70.6874,51.4,16,0,3255,89.9,employed,62,male,0.52,vip
482,100032,285,95.84,purchase,health,MX,Mexico City,mobile,1,409,83010.71,53648.25,7,5000.0,wallet,13,2,19.43425,-99.10412,27.4,25,0,6968,100.0,student,29,female,0.55,vip
483,100073,717,26.27,withdrawal,electronics,US,Miami,mobile,0,581,85545.55,97238.27,13,5000.0,card,13,2,25.7229,-80.22985,74.5,18,0,6796,37.0,employed,57,male,1.97,vip
484,100047,1084,15.94,purchase,fashion,US,Miami,mobile,0,509,18794.04,12022.81,41,2329.27,bank_transfer,21,4,25.73467,-80.22136,36.0,10,1,1386,24.4,student,27,male,2.65,basic
485,100126,517,9.15,transfer,travel,CO,Bogota,mobile,0,426,17250.0,3002.33,19,360.85,card,18,0,4.73227,-74.0701,40.3,0,0,520,16.1,employed,28,female,1.31,basic
486,100113,290,19.13,purchase,services,ES,Madrid,mobile,0,513,29677.61,33235.15,8,846.76,wallet,15,1,40.39323,-3.74665,94.0,3,0,580,28.3,self_employed,28,female,0.23,standard
487,100096,762,11.89,payment,fashion,CL,Santiago,desktop,0,467,38892.56,-5000.0,23,3868.07,card,7,6,-33.47333,-70.66667,19.3,19,0,4783,14.5,employed,35,female,2.81,standard
488,100225,1527,24.07,purchase,electronics,CL,Santiago,mobile,0,537,54199.06,8170.4,44,5000.0,bank_transfer,18,5,-33.44745,-70.69357,38.7,21,0,5820,34.3,self_employed,54,female,4.17,premium
489,100214,229,38.36,purchase,travel,US,Miami,desktop,0,479,31630.54,5724.32,7,3280.0,bank_transfer,13,5,25.74994,-80.16596,46.7,27,0,2856,46.7,employed,37,male,0.94,standard
490,100057,1390,17.35,purchase,travel,AR,Buenos Aires,mobile,0,481,57974.08,52541.86,39,5000.0,wallet,17,5,-34.62578,-58.34404,40.7,16,0,7259,26.1,student,37,female,3.67,premium
491,100123,403,11.82,withdrawal,health,US,Miami,mobile,0,478,34902.02,20942.87,12,1723.77,card,9,4,25.74551,-80.17338,24.2,10,0,1939,19.4,retired,21,male,0.52,standard
492,100106,553,13.93,purchase,services,CO,Bogota,mobile,1,476,42044.69,35949.49,23,2599.39,card,23,0,4.6972,-74.09242,15.2,11,0,2974,21.9,employed,31,male,1.0,standard
493,100083,161,28.64,purchase,utilities,AR,Buenos Aires,mobile,0,476,19192.95,17299.1,2,1788.41,bank_transfer,10,3,-34.60794,-58.404,12.2,7,0,1156,39.8,employed,31,female,0.0,basic
494,100017,945,27.84,purchase,utilities,CL,Santiago,mobile,0,529,79004.41,80435.08,32,3100.59,wallet,10,2,-33.41765,-70.69,47.8,11,0,2222,38.9,employed,53,female,2.78,vip
495,100230,547,12.09,purchase,services,US,Miami,mobile,1,650,30128.94,-3531.15,15,2645.94,cash,17,2,25.74797,-80.18683,14.9,12,1,3578,27.7,unemployed,70,male,2.06,standard
496,100098,1311,8.09,purchase,utilities,US,Miami,desktop,0,447,17250.0,-3396.58,43,1712.19,card,14,2,25.79662,-80.15331,64.2,9,0,939,9.8,employed,21,male,3.0,basic
497,100476,639,26.35,purchase,grocery,US,Miami,mobile,0,506,82030.8,15809.25,19,5000.0,bank_transfer,14,0,25.74732,-80.17646,38.2,21,1,5814,37.1,employed,57,female,1.78,vip
498,100322,1002,37.49,purchase,utilities,CO,Bogota,mobile,0,494,72088.13,63724.2,37,5000.0,bank_transfer,9,6,4.75757,-74.05101,60.6,14,1,6952,50.6,retired,30,female,2.6,vip
499,100382,1220,12.6,purchase,electronics,CL,Santiago,mobile,0,441,27289.7,7597.27,33,3446.18,bank_transfer,15,4,-33.40111,-70.66581,36.6,22,0,2536,20.3,student,27,male,3.94,standard
500,100365,1473,10.16,transfer,fashion,CO,Bogota,mobile,0,471,14504.41,5208.83,52,798.84,card,10,5,4.72246,-74.07737,10.0,3,0,1048,17.4,retired,25,male,4.17,basic
